Alg1: 26594395,27033346,27364718,25889296,26474980,27095611,26493422,26897736,25965540,26066978,26454109,26438318,26451776,25926304,25631190,26273749,26742412,25589119,26711424,26872270,26466776,26177981,26399450,27107922,26266433,26780305,26029602,25539606,26488870,25907675,26622681,26898313,26424556,25870696,25735548,27326426,26808832,25789128,25522315,26740842,26096419,24686216,27090203,26669205,25302155,26080895,26477969,27601653,26554091,25644571
Alg2: 25827243,26691659,27041751,25813770,26745896,26664714,27119310,27100301,27171977,27451665,26927610,26730249,26682255,26807010,27240909,27467896,27127287,27008843,27317566,27318356,26458811,26472676,26080163,27215332,26440883,27197957,26452449,26646493,25652329,26865274,26220706,26476630,26842881,27060088,26473513,26203892,26739519,26421911,26507885,26765608,26981057,26369027,27199209,27114238,25741969,25854347,27102455,26573529,26436355,26434335
Alg3: 26342091,25133489,25504343,25871440,26672764,26476074,26506886,27281816,26202433,25371683,27137803,27151746,27006431,27533559,25978881,26704479,25157040,26709634,26562414,26157490,26190578,26157050,26731043,26995136,26200569,26787494,25936509,25883356,26253236,26813952,26127958,26450020,26142145,25714339,25794663,26130670,25962969,27049981,26639062,26444165,26074336,25921481,26208430,26472156,26860805,26587446,26266558,24923826,26935687,26256067
Alg4: 26401053,25686431,27218389,26833533,26693418,27280296,27842227,25904689,26462369,26829451,26110625,26183676,26327865,26759405,25182339,26747855,26273839,26571189,26937609,26589493,25723812,26706725,26763806,26481351,27016693,25964798,25985569,25440559,25561647,26398826,26092832,27180858,24935552,26111659,26864925,26760895,24978156,26399742,26234438,26741555,25819799,26161220,26018638,25964060,26561732,26610997,26164946,25697051,25168551,26034195
Alg5: 26692129,24325386,25069822,26814483,27364920,25848873,26594802,26744623,26752628,26472045,27480172,26306641,25578294,26796393,27910700,26908168,26800916,27257358,27307220,26568873,25525759,27214120,26236101,26945347,26834188,26470691,27004891,26495150,26410444,27632668,25634536,26635996,26568479,26647930,26341157,25858973,27785568,26908697,26792049,26228519,26548532,26672685,26434046,25072897,26475937,26228505,26843446,26949602,26216639,27080384
Alg6: 27252061,26317239,27342290,26833017,27010498,25112606,26438128,26326812,27086764,27415848,26538533,26685167,25860777,27443000,25908068,26486038,26707223,26419142,26606427,26697749,27150187,25633757,26309618,26063753,26957698,26830400,26200262,25885208,27068430,25981114,27317033,26886612,27167194,26403835,26998252,26969864,26059265,26815110,26220877,27146296,27247522,26125063,27023816,25840173,27387669,26315194,26715690,26479819,26804592,26512473
Alg7: 27386220,27072528,27192246,25328776,26768679,26004897,26890947,25926142,26801473,26818930,26292431,25939838,26231173,27066550,26723136,25844965,27239953,27227354,26511442,25896742,26310043,25971090,27293115,26075752,26107975,26681135,26322213,25742487,26930466,26867838,27548241,26307371,26639652,26821342,26962944,26075493,26164432,26399459,26497170,26727608,26860832,27422401,26454344,26288524,25693190,27058614,26800452,26688299,27698261,26500259
Alg8: 25268109,26551773,26904594,25415389,26046592,27230748,27509745,27514051,27332045,27098449,26937334,26403717,26851887,25378799,26346249,26807232,26488256,26073602,26531662,26335463,26743261,27022907,27106528,26543842,26737263,26872360,26346221,26992738,26799551,27471605,26783840,26592434,26796633,26980971,25350776,26427182,25586427,25871406,27523824,27555155,26902932,27747923,25253503,27289602,27479792,26837980,27065513,26890964,25174993,27274382
Alg9: 26730117,26188261,25939730,25989096,24866368,27062763,26993575,27000559,26901126,25678367,26024443,26983695,26790041,26563600,26294140,26132867,25763326,24538806,26532324,25090882,25556788,27023630,26589459,26887636,25484291,26273723,26795384,26259833,27035400,26187471,26319888,26449263,27089516,26637698,26625280,26376142,26353374,26566075,26253296,26877820,26545780,25134235,26254867,26470600,26822716,25997518,25722062,26095462,27320377,26577638
